,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
538,539,188232,67334,2014-11-28 00:00:00,66.0,72.0,left,medium,medium,65.0,65.0,49.0,67.0,45.0,68.0,54.0,52.0,57.0,69.0,78.0,78.0,75.0,55.0,62.0,54.0,69.0,78.0,76.0,43.0,63.0,43.0,58.0,53.0,52.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
539,540,188232,67334,2014-11-26 00:00:00,63.0,66.0,left,medium,medium,63.0,65.0,49.0,65.0,45.0,62.0,54.0,52.0,54.0,67.0,78.0,78.0,75.0,53.0,62.0,54.0,69.0,78.0,76.0,43.0,63.0,43.0,56.0,51.0,52.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
540,541,188232,67334,2014-11-07 00:00:00,63.0,66.0,left,medium,medium,63.0,25.0,49.0,65.0,45.0,62.0,54.0,52.0,54.0,67.0,78.0,78.0,75.0,53.0,62.0,54.0,69.0,78.0,76.0,43.0,63.0,43.0,56.0,51.0,52.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
541,542,188232,67334,2014-09-18 00:00:00,63.0,66.0,left,medium,medium,63.0,25.0,49.0,65.0,45.0,62.0,54.0,52.0,54.0,67.0,78.0,78.0,75.0,53.0,62.0,54.0,69.0,78.0,76.0,43.0,63.0,43.0,56.0,51.0,52.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
542,543,188232,67334,2013-05-17 00:00:00,63.0,66.0,left,medium,medium,63.0,25.0,49.0,65.0,45.0,62.0,54.0,52.0,54.0,67.0,78.0,78.0,75.0,53.0,62.0,54.0,69.0,78.0,76.0,43.0,63.0,43.0,56.0,51.0,52.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
543,544,188232,67334,2013-04-19 00:00:00,63.0,66.0,left,medium,medium,63.0,25.0,49.0,65.0,45.0,62.0,54.0,52.0,54.0,67.0,78.0,78.0,75.0,53.0,62.0,54.0,69.0,78.0,76.0,43.0,63.0,43.0,56.0,51.0,52.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
544,545,188232,67334,2013-02-22 00:00:00,63.0,70.0,left,medium,medium,63.0,25.0,49.0,65.0,45.0,62.0,54.0,52.0,49.0,67.0,78.0,78.0,70.0,53.0,62.0,54.0,69.0,78.0,71.0,43.0,63.0,43.0,56.0,51.0,49.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
545,546,188232,67334,2013-02-15 00:00:00,63.0,70.0,left,medium,medium,63.0,25.0,49.0,65.0,45.0,62.0,54.0,52.0,49.0,67.0,78.0,78.0,70.0,53.0,62.0,54.0,69.0,78.0,71.0,43.0,63.0,43.0,56.0,51.0,49.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
546,547,188232,67334,2012-02-22 00:00:00,63.0,70.0,left,medium,medium,63.0,25.0,49.0,65.0,45.0,62.0,54.0,52.0,49.0,67.0,78.0,78.0,70.0,53.0,62.0,54.0,69.0,78.0,71.0,43.0,63.0,43.0,56.0,51.0,49.0,52.0,55.0,42.0,11.0,14.0,13.0,10.0,5.0
547,548,188232,67334,2011-08-30 00:00:00,66.0,70.0,left,medium,medium,63.0,47.0,49.0,71.0,45.0,64.0,54.0,52.0,61.0,68.0,74.0,69.0,69.0,59.0,62.0,62.0,70.0,81.0,60.0,46.0,59.0,43.0,56.0,57.0,49.0,54.0,59.0,55.0,11.0,14.0,13.0,10.0,5.0
548,549,188232,67334,2011-02-22 00:00:00,58.0,65.0,left,medium,medium,52.0,48.0,50.0,62.0,46.0,59.0,42.0,53.0,54.0,64.0,69.0,68.0,65.0,60.0,60.0,63.0,62.0,67.0,49.0,47.0,60.0,28.0,39.0,47.0,50.0,55.0,60.0,56.0,11.0,14.0,13.0,10.0,5.0
549,550,188232,67334,2010-08-30 00:00:00,58.0,59.0,left,medium,medium,52.0,48.0,50.0,62.0,46.0,59.0,42.0,53.0,54.0,64.0,69.0,68.0,65.0,60.0,60.0,63.0,62.0,67.0,49.0,47.0,60.0,28.0,39.0,47.0,50.0,55.0,60.0,56.0,11.0,14.0,13.0,10.0,5.0
550,551,188232,67334,2010-02-22 00:00:00,54.0,55.0,left,medium,medium,49.0,45.0,48.0,60.0,46.0,52.0,42.0,52.0,52.0,62.0,61.0,58.0,65.0,54.0,60.0,60.0,62.0,42.0,38.0,43.0,57.0,56.0,63.0,47.0,43.0,52.0,57.0,56.0,8.0,22.0,52.0,22.0,22.0
551,552,188232,67334,2009-08-30 00:00:00,55.0,56.0,left,medium,medium,50.0,46.0,49.0,61.0,46.0,53.0,42.0,53.0,53.0,63.0,62.0,59.0,65.0,55.0,60.0,61.0,62.0,43.0,39.0,44.0,58.0,57.0,64.0,47.0,44.0,53.0,58.0,56.0,8.0,22.0,53.0,22.0,22.0
552,553,188232,67334,2008-08-30 00:00:00,49.0,59.0,left,medium,medium,38.0,38.0,46.0,49.0,46.0,48.0,42.0,56.0,43.0,51.0,61.0,62.0,65.0,56.0,60.0,55.0,62.0,46.0,42.0,47.0,61.0,40.0,46.0,47.0,47.0,43.0,46.0,56.0,8.0,22.0,43.0,22.0,22.0
553,554,188232,67334,2007-02-22 00:00:00,49.0,59.0,left,medium,medium,38.0,38.0,46.0,49.0,46.0,48.0,42.0,56.0,43.0,51.0,61.0,62.0,65.0,56.0,60.0,55.0,62.0,46.0,42.0,47.0,61.0,40.0,46.0,47.0,47.0,43.0,46.0,56.0,8.0,22.0,43.0,22.0,22.0
554,555,193953,173955,2016-04-21 00:00:00,72.0,73.0,left,medium,medium,69.0,72.0,64.0,69.0,63.0,76.0,69.0,49.0,64.0,73.0,85.0,84.0,78.0,65.0,74.0,76.0,71.0,72.0,70.0,70.0,68.0,26.0,71.0,74.0,52.0,20.0,29.0,27.0,11.0,16.0,13.0,12.0,16.0
555,556,193953,173955,2016-02-25 00:00:00,72.0,74.0,left,high,medium,69.0,72.0,64.0,69.0,63.0,76.0,69.0,49.0,64.0,73.0,85.0,84.0,78.0,65.0,74.0,76.0,71.0,72.0,70.0,70.0,68.0,26.0,71.0,74.0,52.0,20.0,29.0,27.0,11.0,16.0,13.0,12.0,16.0
556,557,193953,173955,2016-01-28 00:00:00,72.0,76.0,left,high,medium,69.0,72.0,64.0,69.0,63.0,76.0,69.0,49.0,64.0,73.0,85.0,84.0,78.0,65.0,74.0,76.0,71.0,72.0,70.0,70.0,68.0,26.0,71.0,74.0,52.0,20.0,29.0,27.0,11.0,16.0,13.0,12.0,16.0
557,558,193953,173955,2016-01-07 00:00:00,71.0,75.0,left,high,medium,69.0,72.0,64.0,69.0,63.0,76.0,69.0,49.0,64.0,73.0,78.0,79.0,77.0,65.0,74.0,76.0,71.0,72.0,70.0,70.0,68.0,26.0,71.0,74.0,52.0,20.0,29.0,27.0,11.0,16.0,13.0,12.0,16.0
558,559,193953,173955,2015-10-30 00:00:00,70.0,74.0,left,high,medium,69.0,72.0,64.0,69.0,59.0,75.0,69.0,49.0,64.0,72.0,78.0,79.0,77.0,64.0,74.0,72.0,71.0,71.0,69.0,70.0,67.0,26.0,70.0,74.0,52.0,20.0,29.0,27.0,11.0,16.0,13.0,12.0,16.0
559,560,193953,173955,2015-10-09 00:00:00,70.0,74.0,left,high,medium,69.0,71.0,64.0,69.0,59.0,73.0,69.0,49.0,64.0,72.0,78.0,79.0,77.0,64.0,74.0,72.0,71.0,71.0,68.0,70.0,67.0,26.0,70.0,74.0,52.0,20.0,14.0,14.0,11.0,16.0,13.0,12.0,16.0
560,561,193953,173955,2015-09-21 00:00:00,71.0,75.0,left,medium,medium,69.0,69.0,64.0,69.0,57.0,73.0,69.0,49.0,64.0,72.0,76.0,79.0,77.0,64.0,74.0,72.0,71.0,66.0,65.0,70.0,63.0,26.0,68.0,74.0,52.0,20.0,14.0,14.0,11.0,16.0,13.0,12.0,16.0
561,562,193953,173955,2015-04-10 00:00:00,68.0,72.0,left,medium,medium,67.0,68.0,63.0,66.0,56.0,71.0,68.0,48.0,63.0,70.0,79.0,81.0,75.0,60.0,74.0,71.0,71.0,70.0,67.0,69.0,62.0,25.0,57.0,68.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
562,563,193953,173955,2015-02-27 00:00:00,69.0,73.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,81.0,81.0,77.0,71.0,74.0,71.0,75.0,70.0,68.0,69.0,62.0,27.0,57.0,67.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
563,564,193953,173955,2014-09-18 00:00:00,69.0,73.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,81.0,81.0,77.0,71.0,74.0,71.0,75.0,70.0,68.0,69.0,62.0,27.0,57.0,67.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
564,565,193953,173955,2014-07-18 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
565,566,193953,173955,2014-04-04 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
566,567,193953,173955,2014-02-07 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
567,568,193953,173955,2014-01-10 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
568,569,193953,173955,2013-09-20 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,25.0,25.0,25.0,10.0,15.0,12.0,11.0,15.0
569,570,193953,173955,2013-03-15 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,19.0,13.0,13.0,10.0,15.0,12.0,11.0,15.0
570,571,193953,173955,2012-08-31 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,19.0,13.0,13.0,10.0,15.0,12.0,11.0,15.0
571,572,193953,173955,2012-02-22 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,19.0,13.0,13.0,10.0,15.0,12.0,11.0,15.0
572,573,193953,173955,2011-08-30 00:00:00,69.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,78.0,81.0,73.0,71.0,74.0,71.0,70.0,67.0,67.0,69.0,62.0,27.0,57.0,67.0,51.0,19.0,13.0,13.0,10.0,15.0,12.0,11.0,15.0
573,574,193953,173955,2011-02-22 00:00:00,70.0,75.0,left,medium,medium,67.0,68.0,67.0,69.0,56.0,71.0,68.0,48.0,63.0,70.0,77.0,76.0,73.0,71.0,74.0,71.0,71.0,72.0,73.0,69.0,62.0,27.0,57.0,67.0,51.0,19.0,13.0,13.0,10.0,15.0,12.0,11.0,15.0
574,575,193953,173955,2010-08-30 00:00:00,60.0,75.0,left,medium,medium,45.0,52.0,57.0,43.0,56.0,60.0,49.0,48.0,51.0,49.0,76.0,77.0,73.0,64.0,65.0,63.0,62.0,62.0,65.0,62.0,62.0,27.0,57.0,42.0,51.0,19.0,13.0,13.0,10.0,15.0,12.0,11.0,15.0
575,576,193953,173955,2010-02-22 00:00:00,60.0,75.0,right,medium,medium,45.0,52.0,57.0,43.0,56.0,60.0,49.0,48.0,51.0,49.0,76.0,77.0,73.0,64.0,65.0,63.0,62.0,62.0,65.0,62.0,62.0,47.0,46.0,42.0,52.0,23.0,23.0,13.0,4.0,23.0,51.0,23.0,23.0
576,577,193953,173955,2009-08-30 00:00:00,62.0,75.0,right,medium,medium,45.0,56.0,57.0,43.0,56.0,60.0,49.0,48.0,51.0,49.0,76.0,77.0,73.0,72.0,65.0,67.0,62.0,62.0,65.0,65.0,62.0,47.0,46.0,42.0,52.0,23.0,23.0,13.0,4.0,23.0,51.0,23.0,23.0
577,578,193953,173955,2007-02-22 00:00:00,62.0,75.0,right,medium,medium,45.0,56.0,57.0,43.0,56.0,60.0,49.0,48.0,51.0,49.0,76.0,77.0,73.0,72.0,65.0,67.0,62.0,62.0,65.0,65.0,62.0,47.0,46.0,42.0,52.0,23.0,23.0,13.0,4.0,23.0,51.0,23.0,23.0
578,579,161999,39562,2016-04-21 00:00:00,75.0,75.0,right,high,medium,75.0,50.0,66.0,78.0,65.0,71.0,68.0,57.0,74.0,74.0,79.0,79.0,79.0,76.0,72.0,71.0,76.0,69.0,75.0,64.0,73.0,77.0,68.0,57.0,50.0,70.0,75.0,74.0,12.0,15.0,10.0,11.0,14.0
579,580,161999,39562,2016-04-07 00:00:00,75.0,75.0,right,medium,medium,75.0,50.0,66.0,78.0,65.0,71.0,68.0,57.0,74.0,74.0,79.0,79.0,79.0,76.0,72.0,71.0,76.0,69.0,75.0,64.0,80.0,77.0,68.0,57.0,50.0,70.0,75.0,74.0,12.0,15.0,10.0,11.0,14.0
580,581,161999,39562,2015-09-21 00:00:00,75.0,75.0,right,medium,medium,75.0,50.0,66.0,78.0,65.0,79.0,72.0,57.0,74.0,77.0,79.0,79.0,79.0,76.0,72.0,74.0,76.0,69.0,75.0,69.0,80.0,77.0,68.0,57.0,50.0,70.0,75.0,74.0,12.0,15.0,10.0,11.0,14.0
581,582,161999,39562,2015-04-10 00:00:00,73.0,73.0,right,medium,medium,74.0,49.0,65.0,77.0,64.0,78.0,71.0,56.0,73.0,76.0,79.0,83.0,79.0,75.0,72.0,73.0,76.0,72.0,75.0,68.0,79.0,76.0,67.0,56.0,49.0,66.0,72.0,70.0,11.0,14.0,9.0,10.0,13.0
582,583,161999,39562,2015-03-06 00:00:00,74.0,74.0,right,medium,medium,74.0,49.0,65.0,77.0,64.0,78.0,71.0,56.0,73.0,76.0,84.0,87.0,79.0,75.0,72.0,73.0,76.0,76.0,79.0,68.0,79.0,76.0,67.0,56.0,49.0,66.0,72.0,70.0,11.0,14.0,9.0,10.0,13.0
583,584,161999,39562,2015-01-09 00:00:00,74.0,74.0,right,medium,medium,74.0,49.0,65.0,77.0,64.0,78.0,71.0,56.0,73.0,76.0,84.0,87.0,79.0,77.0,72.0,73.0,76.0,79.0,79.0,68.0,79.0,76.0,67.0,56.0,49.0,66.0,72.0,70.0,11.0,14.0,9.0,10.0,13.0
584,585,161999,39562,2014-10-31 00:00:00,75.0,75.0,right,medium,medium,76.0,49.0,65.0,79.0,64.0,78.0,71.0,56.0,73.0,76.0,84.0,87.0,79.0,77.0,72.0,73.0,76.0,82.0,79.0,68.0,79.0,76.0,67.0,56.0,49.0,66.0,72.0,72.0,11.0,14.0,9.0,10.0,13.0
585,586,161999,39562,2014-09-18 00:00:00,75.0,75.0,right,medium,medium,76.0,49.0,65.0,79.0,64.0,78.0,71.0,56.0,73.0,76.0,84.0,87.0,79.0,77.0,72.0,73.0,76.0,82.0,79.0,68.0,79.0,76.0,67.0,66.0,49.0,66.0,72.0,72.0,11.0,14.0,9.0,10.0,13.0
586,587,161999,39562,2014-01-31 00:00:00,78.0,78.0,right,medium,medium,79.0,50.0,66.0,80.0,65.0,79.0,72.0,57.0,76.0,78.0,85.0,87.0,79.0,78.0,71.0,74.0,76.0,85.0,79.0,68.0,83.0,77.0,68.0,67.0,50.0,70.0,78.0,78.0,12.0,15.0,10.0,11.0,14.0
587,588,161999,39562,2013-11-01 00:00:00,78.0,78.0,right,medium,medium,82.0,50.0,66.0,80.0,65.0,80.0,72.0,57.0,76.0,78.0,85.0,87.0,79.0,78.0,71.0,74.0,76.0,85.0,79.0,68.0,83.0,77.0,68.0,67.0,50.0,70.0,78.0,78.0,12.0,15.0,10.0,11.0,14.0
588,589,161999,39562,2013-10-18 00:00:00,78.0,78.0,right,medium,medium,82.0,50.0,66.0,80.0,65.0,80.0,72.0,57.0,76.0,78.0,85.0,87.0,79.0,78.0,70.0,74.0,76.0,85.0,79.0,68.0,83.0,77.0,68.0,67.0,50.0,70.0,78.0,78.0,12.0,15.0,10.0,11.0,14.0
589,590,161999,39562,2013-09-27 00:00:00,78.0,78.0,right,medium,medium,82.0,50.0,66.0,80.0,65.0,80.0,72.0,57.0,76.0,78.0,85.0,87.0,79.0,78.0,70.0,74.0,76.0,85.0,79.0,68.0,83.0,77.0,68.0,67.0,50.0,70.0,78.0,78.0,12.0,15.0,10.0,11.0,14.0
590,591,161999,39562,2013-09-20 00:00:00,79.0,79.0,right,medium,medium,82.0,50.0,66.0,80.0,65.0,80.0,72.0,57.0,76.0,78.0,85.0,87.0,79.0,78.0,70.0,74.0,76.0,85.0,79.0,68.0,83.0,77.0,68.0,67.0,50.0,74.0,78.0,82.0,12.0,15.0,10.0,11.0,14.0
591,592,161999,39562,2013-05-31 00:00:00,79.0,79.0,right,medium,medium,84.0,50.0,66.0,80.0,66.0,78.0,72.0,57.0,76.0,82.0,84.0,86.0,82.0,78.0,80.0,74.0,78.0,85.0,73.0,68.0,85.0,74.0,68.0,67.0,53.0,74.0,80.0,84.0,12.0,15.0,10.0,11.0,14.0
592,593,161999,39562,2013-04-26 00:00:00,79.0,79.0,right,medium,medium,84.0,50.0,66.0,80.0,66.0,78.0,72.0,57.0,76.0,80.0,84.0,86.0,82.0,78.0,80.0,74.0,78.0,85.0,73.0,68.0,85.0,74.0,68.0,67.0,53.0,74.0,80.0,84.0,12.0,15.0,10.0,11.0,14.0
593,594,161999,39562,2013-04-19 00:00:00,79.0,79.0,right,medium,medium,84.0,50.0,66.0,80.0,66.0,78.0,72.0,57.0,76.0,80.0,84.0,84.0,82.0,78.0,80.0,74.0,78.0,85.0,73.0,68.0,85.0,74.0,68.0,67.0,53.0,74.0,80.0,84.0,12.0,15.0,10.0,11.0,14.0
594,595,161999,39562,2013-04-12 00:00:00,79.0,79.0,right,medium,medium,84.0,50.0,66.0,80.0,66.0,78.0,72.0,57.0,76.0,80.0,86.0,86.0,82.0,78.0,80.0,74.0,78.0,85.0,73.0,68.0,81.0,74.0,68.0,67.0,53.0,74.0,80.0,84.0,12.0,15.0,10.0,11.0,14.0
595,596,161999,39562,2013-03-15 00:00:00,79.0,79.0,right,medium,medium,84.0,50.0,66.0,80.0,66.0,78.0,72.0,57.0,76.0,80.0,86.0,86.0,82.0,78.0,80.0,74.0,78.0,86.0,73.0,68.0,81.0,74.0,68.0,67.0,53.0,74.0,80.0,84.0,12.0,15.0,10.0,11.0,14.0
596,597,161999,39562,2013-02-22 00:00:00,79.0,80.0,right,medium,medium,84.0,50.0,66.0,80.0,66.0,78.0,72.0,57.0,76.0,80.0,86.0,86.0,82.0,78.0,80.0,74.0,78.0,86.0,73.0,68.0,81.0,74.0,68.0,67.0,53.0,74.0,80.0,84.0,12.0,15.0,10.0,11.0,14.0
597,598,161999,39562,2013-02-15 00:00:00,79.0,80.0,right,medium,medium,84.0,50.0,66.0,80.0,66.0,78.0,72.0,57.0,76.0,80.0,86.0,86.0,82.0,78.0,80.0,74.0,78.0,86.0,76.0,68.0,84.0,74.0,68.0,67.0,53.0,74.0,80.0,84.0,12.0,15.0,10.0,11.0,14.0
598,599,161999,39562,2012-08-31 00:00:00,78.0,80.0,right,medium,medium,80.0,50.0,66.0,78.0,66.0,78.0,72.0,57.0,76.0,80.0,86.0,86.0,83.0,78.0,80.0,74.0,78.0,86.0,74.0,68.0,84.0,74.0,76.0,58.0,53.0,74.0,78.0,82.0,12.0,15.0,10.0,11.0,14.0
599,600,161999,39562,2012-02-22 00:00:00,78.0,81.0,right,medium,medium,81.0,50.0,66.0,76.0,64.0,76.0,68.0,57.0,72.0,76.0,85.0,85.0,83.0,77.0,80.0,72.0,78.0,87.0,67.0,68.0,76.0,75.0,75.0,58.0,53.0,74.0,78.0,82.0,12.0,15.0,10.0,11.0,14.0
600,601,161999,39562,2011-08-30 00:00:00,76.0,78.0,right,medium,medium,80.0,50.0,61.0,73.0,60.0,75.0,68.0,57.0,73.0,75.0,85.0,85.0,83.0,74.0,80.0,68.0,85.0,79.0,69.0,67.0,76.0,71.0,66.0,58.0,53.0,75.0,77.0,82.0,12.0,15.0,10.0,11.0,14.0
601,602,161999,39562,2011-02-22 00:00:00,75.0,80.0,right,medium,medium,78.0,50.0,71.0,70.0,60.0,75.0,68.0,57.0,71.0,73.0,80.0,82.0,74.0,74.0,72.0,71.0,79.0,80.0,77.0,61.0,73.0,68.0,66.0,68.0,53.0,76.0,75.0,79.0,12.0,15.0,10.0,11.0,14.0
602,603,161999,39562,2010-08-30 00:00:00,74.0,80.0,right,medium,medium,78.0,40.0,71.0,69.0,60.0,75.0,68.0,57.0,69.0,73.0,80.0,82.0,74.0,74.0,72.0,71.0,79.0,80.0,77.0,61.0,69.0,58.0,46.0,68.0,53.0,76.0,75.0,76.0,12.0,15.0,10.0,11.0,14.0
603,604,161999,39562,2010-02-22 00:00:00,75.0,80.0,right,medium,medium,78.0,40.0,71.0,74.0,60.0,75.0,68.0,57.0,69.0,73.0,80.0,82.0,74.0,74.0,72.0,74.0,79.0,80.0,77.0,61.0,69.0,69.0,70.0,68.0,67.0,76.0,75.0,76.0,6.0,21.0,69.0,21.0,21.0
604,605,161999,39562,2009-08-30 00:00:00,73.0,80.0,right,medium,medium,78.0,40.0,61.0,74.0,60.0,68.0,68.0,57.0,69.0,73.0,80.0,82.0,74.0,74.0,72.0,74.0,79.0,65.0,77.0,61.0,69.0,69.0,70.0,68.0,67.0,76.0,75.0,76.0,6.0,21.0,69.0,21.0,21.0
605,606,161999,39562,2009-02-22 00:00:00,76.0,80.0,right,medium,medium,84.0,40.0,61.0,77.0,60.0,75.0,68.0,57.0,69.0,78.0,83.0,85.0,74.0,74.0,72.0,74.0,79.0,65.0,77.0,71.0,69.0,75.0,70.0,68.0,77.0,78.0,77.0,76.0,6.0,21.0,69.0,21.0,21.0
606,607,161999,39562,2008-08-30 00:00:00,76.0,78.0,right,medium,medium,84.0,50.0,54.0,77.0,60.0,75.0,68.0,57.0,69.0,78.0,83.0,85.0,74.0,74.0,72.0,74.0,79.0,65.0,77.0,75.0,69.0,75.0,70.0,68.0,77.0,78.0,77.0,76.0,6.0,21.0,69.0,21.0,21.0
607,608,161999,39562,2007-08-30 00:00:00,51.0,56.0,left,medium,medium,53.0,28.0,54.0,47.0,60.0,57.0,68.0,57.0,44.0,55.0,48.0,46.0,74.0,41.0,72.0,53.0,79.0,53.0,42.0,43.0,54.0,50.0,54.0,68.0,42.0,54.0,47.0,76.0,6.0,21.0,44.0,21.0,21.0
608,609,161999,39562,2007-02-22 00:00:00,51.0,56.0,left,medium,medium,53.0,28.0,54.0,47.0,60.0,57.0,68.0,42.0,44.0,55.0,48.0,46.0,74.0,41.0,72.0,53.0,79.0,53.0,42.0,43.0,54.0,50.0,54.0,68.0,42.0,54.0,47.0,76.0,6.0,8.0,44.0,13.0,12.0
609,610,204826,191784,2016-06-09 00:00:00,73.0,77.0,right,low,medium,35.0,22.0,81.0,58.0,30.0,35.0,36.0,59.0,42.0,53.0,40.0,53.0,34.0,63.0,31.0,58.0,73.0,64.0,83.0,50.0,81.0,70.0,25.0,40.0,68.0,74.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
610,611,204826,191784,2016-03-24 00:00:00,73.0,77.0,right,low,medium,35.0,22.0,81.0,58.0,30.0,35.0,36.0,59.0,42.0,53.0,40.0,53.0,34.0,63.0,31.0,58.0,73.0,64.0,83.0,50.0,81.0,70.0,25.0,40.0,68.0,74.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
611,612,204826,191784,2016-03-10 00:00:00,73.0,77.0,right,low,medium,35.0,22.0,81.0,58.0,30.0,35.0,36.0,59.0,42.0,53.0,40.0,53.0,34.0,63.0,31.0,58.0,73.0,64.0,83.0,50.0,81.0,70.0,25.0,40.0,68.0,74.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
612,613,204826,191784,2016-01-28 00:00:00,73.0,77.0,right,low,medium,35.0,22.0,81.0,58.0,30.0,35.0,36.0,59.0,42.0,53.0,40.0,57.0,34.0,63.0,31.0,58.0,73.0,64.0,83.0,50.0,81.0,70.0,25.0,40.0,68.0,74.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
613,614,204826,191784,2015-10-09 00:00:00,73.0,77.0,right,low,medium,35.0,22.0,81.0,53.0,30.0,35.0,36.0,59.0,42.0,53.0,31.0,55.0,34.0,63.0,31.0,58.0,73.0,64.0,88.0,50.0,81.0,67.0,25.0,40.0,68.0,72.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
614,615,204826,191784,2015-10-02 00:00:00,73.0,77.0,right,low,medium,35.0,22.0,81.0,53.0,30.0,35.0,36.0,59.0,42.0,53.0,31.0,55.0,34.0,63.0,31.0,58.0,73.0,64.0,88.0,50.0,81.0,72.0,25.0,40.0,68.0,72.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
615,616,204826,191784,2015-09-21 00:00:00,73.0,77.0,right,low,medium,35.0,22.0,81.0,53.0,30.0,35.0,36.0,59.0,42.0,53.0,31.0,55.0,34.0,63.0,31.0,58.0,73.0,64.0,88.0,50.0,81.0,67.0,25.0,40.0,68.0,72.0,76.0,71.0,11.0,12.0,12.0,15.0,15.0
616,617,204826,191784,2015-07-03 00:00:00,71.0,75.0,right,medium,medium,34.0,21.0,80.0,52.0,29.0,34.0,35.0,58.0,41.0,52.0,31.0,55.0,34.0,62.0,31.0,57.0,73.0,64.0,84.0,51.0,80.0,66.0,24.0,39.0,67.0,69.0,73.0,68.0,10.0,11.0,11.0,14.0,14.0
617,618,204826,191784,2015-03-27 00:00:00,71.0,75.0,right,medium,medium,34.0,21.0,80.0,52.0,29.0,34.0,35.0,58.0,41.0,52.0,31.0,55.0,34.0,62.0,31.0,57.0,73.0,64.0,84.0,51.0,80.0,66.0,24.0,39.0,67.0,69.0,73.0,68.0,10.0,11.0,11.0,14.0,14.0
